"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale"
"Ruaha National Park",14567.7750982517,917,7,528,0.11314553891652,0.406056695418856,2000
"Mikumi National Park",3232.56854937872,919,8,117,0.173848620031566,0.718623307518225,2000
"Gombe National Park",34.4662545296866,926,4,7,0.0672934222111454,0.639378270150166,2000
"Kilimanjaro National Park",1856.13932950592,922,9,84,0.242373326564581,0.658440973054516,2000
"Ngorongoro Conservation Area",8286.85439403613,555623796,10,317,0.23675215487513,0.384889008339917,2000
"Talassemtane National Park",614.05363113184,17742,5,80,NA,NA,2000
"Rukwa",2196.82285233562,301552,5,134,0.0916081161466065,0.52449147363837,2000
"Gorongosa",3686.68853019709,801,8,200,0.157042870021193,0.654847261682515,2000
"Banhine",6066.47750031138,799,7,197,0.0880303532138448,0.467005159996445,2000
"Zinave",3901.5617671334,800,6,157,0.0685719588906554,0.600616418013594,2000
"Niassa",42305.4109343714,555637447,10,1622,0.134255754993343,0.552570263774861,2000
"Lamto Scientific Reserve",28.4360885272384,555547526,1,4,0.0406271159890853,0.559206306967107,2000
"Hluhluwe Game Reserve",144.029290305012,116189,4,20,0.0364040005598833,0.771369022824867,2000
"Natal National Park",61.5434000171723,555563964,3,10,0.0584699755571565,0.565881221732598,2000
"Mweru Wantipa",3170.70226804403,1090,9,130,0.144793931637337,0.617344832699055,2000
"Kafue",22397.4459713434,1085,8,941,0.112619417329859,0.499679781106688,2000
"Nyika",83.3050429446796,1102,3,19,0.103706071104593,0.635399332855665,2000
"West Lunga",1786.23132426852,1093,5,57,0.105571042058061,0.834063166828225,2000
"Kafue Flats",4766.49233957314,4091,8,246,0.0876532791076859,0.376904932579685,2000
"Chobe",10538.2800262787,600,5,235,0.0604709186039308,0.45613182262371,2000
"Wadi El Assuti",35.3614173331642,18771,1,2,NA,NA,2000
"Wadi El Rayan",1758.77072219576,30006,4,27,NA,NA,2000
"Omayed",690.74931065629,3020,7,40,NA,NA,2000
"Nyika National Park",3106.62226629606,779,8,176,0.147700884508757,0.594547906601432,2000
"Kasungu National Park",2369.50896929265,780,4,179,0.0734659444793783,0.618522555647626,2000
"Lengwe National Park",931.480562329122,2315,6,74,0.100547381424646,0.514449984772089,2000
"Mwabvi Wildlife Reserve",345.393247453633,2320,5,31,0.0830778223717833,0.543528776924962,2000
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,5,56,0.111398393038371,0.506301490197336,2000
"Parc National de Djurdjura",163.762779850997,4118,5,28,NA,NA,2000
"Parc National de Belezma",177.12785262979,9742,4,28,NA,NA,2000
"Parc W Niger",2220.18873531027,818,5,50,0.0443502720062098,0.226691920030197,2000
"Réserve totale de faune de Tamou",791.645088983402,2331,4,38,0.0686300537779974,0.244635846339658,2000
"Addax Sanctuary",12781.6819827768,72350,1,25,NA,NA,2000
"Chambi",67.2847408954823,4486,2,12,NA,NA,2000
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,3,23,NA,NA,2000
"Liwonde National Park",507.102346246761,2316,6,46,0.0652040948405797,0.439023653673085,2000
"Majete Wildlife Reserve",707.194510835127,2319,4,41,0.143512499112394,0.576971983888635,2000
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,2,23,0.00279675131934422,0.00697484332955129,20000
"Kibira",479.59184066615,9161,0,0,0,0.778732350572051,20000
"Parc national du Ruvubu",535.548987687057,9160,1,2,0.00790867209434509,0.60794691598348,20000
"Réserve naturelle du Rusizi",85.4274708933633,9162,0,0,NA,0.540945589542389,20000
"Bururi Forest",26.9677323827126,9164,0,0,NA,0.724432349205017,20000
"Waza",1412.65424568481,608,3,4,0.0275391626358315,0.251627040600855,20000
"Mbam et Djerem",4306.80278790466,20166,2,5,0.0542374136657298,0.758212270880671,20000
"Boumba Bek",2374.35572680993,308624,1,3,0.00536179713182488,0.87291147426555,20000
"Korup",1268.07286343403,20058,1,2,0.095335541579393,0.718672763754739,20000
"Campo-Ma'an",2621.8886663592,1242,1,5,0.0543513338030677,0.83940792926562,20000
"Yankari",2397.21555272932,1332,2,5,0.0457690307405248,0.290784561552732,20000
"W (Benin)",5806.17191365083,12201,1,8,0.0392649137281103,0.274763605928496,20000
"Kidepo Valley",1437.23245553074,958,3,4,0.0873699504778461,0.493924042789694,20000
"Rwenzori Mountains",998.905644444759,18438,2,3,0.00786340236663818,0.764328680125771,20000
"Kibale",792.224748326657,40002,2,2,0.0373826622962952,0.744919943476389,20000
"Murchison Falls",3895.11626338592,956,6,10,0.113033028260722,0.610015531957395,20000
"Fada Archei",1745.53266343474,9033,1,5,NA,NA,20000
"Mandelia",1321.29839745131,5166,2,4,0.0503855777918185,0.352968746634375,20000
"Binder-Léré",1133.53653160855,5168,2,2,0.00913289428999068,0.353617078809908,20000
"Foret de Bandia",104.933988398974,352632,0,0,NA,0.249301239848137,20000
"Kapama Game Reserve",83.6123649907673,555570390,1,1,0,0.432373376687368,20000
"Mushandike",125.625422726371,1479,0,0,0,0.523945563717892,20000
"Mare aux Hippopotames",153.062512387361,28581,0,0,0,0.375060394958214,20000
"National Park Iona",15315.727132169,347,4,6,0.0648087117225476,0.0493947777054244,20000
"National Park Cameia",14240.6696712207,349,3,9,0.0643105839507937,0.344943406092805,20000
"National Park Bicuar",7755.39039646189,350,4,11,0.0825889094499348,0.579106357744616,20000
"National Park Mupa",5386.23874503922,2249,3,8,0.027318855089262,0.496189274822287,20000
"National Park Luengue-Luiana",10470.3948022368,4493,4,18,0.0416422895988639,0.502580450881766,20000
"National Park Mavinga",5631.43710031837,5081,3,6,0.0302063798502126,0.596474047602183,20000
"Kabore-Tambi",1521.65251956281,1049,2,4,0.0209884969512306,0.333413496863571,20000
"Deux Bales",886.881014112113,2344,1,1,0,0.376121739908639,20000
"W du Burkina Faso",2438.55283270317,1048,1,6,0.0253599001241162,0.247467857078331,20000
"Ai-Ais Hot Springs",4360.58900964402,8785,2,10,0.0219892711286967,0.0332137469645093,20000
"Mudumu",718.040758368598,30051,2,3,0.0360311447179317,0.434060484352267,20000
"Banc d'Arguin",11910.1013656985,797,2,7,NA,NA,20000
"Skeleton Coast Park",16885.5508913259,885,2,22,0.023062831201149,0.0250527165175866,20000
"Namib-Naukluft",50876.2402257201,883,3,17,0.0157553485047098,0.017222691632313,20000
"Etosha",23011.8862932174,884,3,16,0.120305833203533,0.177149960510772,20000
"Waterberg Plateau Park",396.888414536016,887,1,2,0.0188248157501221,0.359822650939339,20000
"Nkasa Rupara",338.772203951884,30052,1,1,NA,0.435717975834142,20000
"Daan Viljoen Game Park",40.0718663414971,1362,0,0,NA,0.197200853909765,20000
"Nyungwe",1023.16281280702,9148,1,2,0.0556901693344116,0.782593828694123,20000
"Volcans",163.245789504213,863,0,0,NA,0.70808921115739,20000
"Hwange",14743.7167848176,1991,4,19,0.052562423142205,0.524286764646937,20000
"Mana Pools",2129.50669873554,2531,3,6,0.0465704463300033,0.562853842082186,20000
"Yangudi Rassa",3058.41446256855,2276,3,6,0.0156979541104236,0.0410666685433587,20000
"Awash",584.482024471931,652,1,1,0.00487527251243591,0.293579875003724,20000
"Abijatta-Shalla",922.100602172625,2279,3,3,0.0639644116163254,0.327016479712377,20000
"Omo",3902.86787001389,2280,3,8,0.116111992922459,0.510943690609932,20000
"Bale Mountains",2317.63386843873,2281,3,5,0.122790997600066,0.738463108510663,20000
"Mago",1875.24152956627,2277,2,4,0.0705038892114186,0.535329574316464,20000
"Manovo-Gounda-Saint Floris",19049.5000859545,2256,4,26,0.111599907741189,0.48160892212281,20000
"Manda",954.945881364573,642,1,3,0.00339192410612918,0.404025335027874,20000
"Zakouma",3054.91065652485,641,3,7,0.0171789236098172,0.3475097214366,20000
"Garamba",4970.560966862,1083,3,11,0.0805916636665598,0.527960632356302,20000
"Bontioli",130.879062506336,4489,0,0,NA,0.382016328693945,20000
"Singou",1935.66660503885,3229,2,5,0.0124297932348613,0.207110692921241,20000
"Arly",842.751300188101,4488,1,2,0.0257925243931811,0.219975561132358,20000
"Madjoari",295.085396310225,9265,1,1,0,0.215851796590365,20000
"Siniaka-Minia",4324.81636920566,5165,2,8,0.0181753595428543,0.382866777389882,20000
"Ouadi-Rimé-Ouadi Achim",83325.069787164,1250,2,20,0.0108428280674779,0.0222798217138871,20000
"Zemongo",13733.4708663777,2259,4,17,0.0692306320152467,0.625613307053379,20000
"Gishwati",14.4628396538684,21416,0,0,NA,0.717327058315277,20000
"Budongo",821.541205277058,34804,2,3,0,0.756727366791773,20000
"North Rwenzori",35.4453071510627,555549367,0,0,NA,0.766734170913696,20000
"Arabuko Sokoke",370.010104295181,7422,1,1,0,0.740302459297017,20000
"Mount Elgon",607.569354283619,7660,1,2,0.00468584895133972,0.726301599904974,20000
"Kakamega",180.976326687368,33450,1,1,NA,0.771302854192668,20000
"Partial Reserve Buffalo",333.318022205527,4494,1,1,0,0.50383301739279,20000
"Ngotto",801.028951910029,28745,1,2,0.0193691849708557,0.81216845115808,20000
"Massif du Ziama",918.655546737231,29066,1,3,0,0.793751153542317,20000
"Bahr Salamat",21293.2320330112,5164,4,28,0.0337465984524571,0.369106820695123,20000
"Abou Telfane",1086.90997171352,9034,2,2,0.0324195197933186,0.346368853894177,20000
"Mount Nimba",146.235689350114,29067,0,0,0,0.752656983004676,20000
"Kourtiagou",438.007831799519,3226,1,1,0,0.236078419368645,20000
"Pama",2340.91524855995,3228,2,5,0.0221834184443713,0.226358942396589,20000
"Sahel",18220.047721804,3225,3,13,0.00588963467557049,0.0126524882875079,20000
"Integral Nature Reserve and the Luando",8771.82686895232,3066,4,13,0.0594526678521853,0.627587244542903,20000
"Salonga",33517.3375087849,478292,1,10,0.00881417745292574,0.863741456848001,20000
"Benoué",1672.71905691748,3011,2,4,0.0687385901912581,0.426956033602672,20000
"Tassili N'Ajjer",99109.4396900303,20389,1,25,NA,NA,20000
"Okavango Delta",20505.4728414007,555577555,3,28,0.0497347676926957,0.467241357524459,20000
"Garamba National Park",5150.94940610021,4327,3,11,0.0793665631486315,0.527653908352514,20000
"Simien National Park",132.318772314026,2006,0,0,NA,0.509577399208432,20000
"Parc National du Diawling",662.128743508618,95349,1,1,NA,NA,20000
"Lake Chilwa",2117.04199244709,145538,3,4,0.12707464981065,0.415249562108233,20000
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,2,12,0.106370079567075,0.372980012133212,20000
"Lac Fitri",2034.1211834414,30017,2,5,0.0643489181903435,0.245934146904204,20000
"Bangweulu Swamps",3198.2880669166,68323,2,5,0.0539153640988836,0.501506769193374,20000
"Lac Oubeira",26.1069218787165,17706,0,0,NA,NA,20000
"Lac Tonga",25.2414426279865,67756,0,0,NA,NA,20000
"Lake Qarun Protected Area",1341.17197030357,555547984,1,2,NA,NA,20000
"Lac d’Afennourir",10.1247850977558,17712,0,0,NA,NA,20000
"Conkouati-Douli",5156.98331439062,313401,3,8,0.05694095957648,0.631323861954904,20000
"Nouabalé-Ndoki",4106.79884281496,72332,1,3,0.0230724206393105,0.858029975282968,20000
"Lac Télé",4531.46661230057,313494,2,5,0.0377077089122472,0.797853873125438,20000
"Odzala Kokoua",13664.5723078619,643,1,8,0.0380533051590866,0.838764412640107,20000
"Amboseli",389.139721275527,758,1,2,0.0181652009487152,0.231238285303116,20000
"Aberdare",774.677166530184,756,1,1,0.0475521845397099,0.724930985784922,20000
"Nairobi",116.826330445917,761,0,0,NA,0.524037455257617,20000
"Lake Nakuru",191.211838075167,762,0,0,0,0.575657758392206,20000
"Meru",878.845191725783,755,2,2,0.128415766424519,0.539608719805591,20000
"Tsavo East",20550.1465539525,-999999,3,17,0.0940267454852429,0.353676943989225,20000
"Masai Mara",1524.66034636007,1297,2,4,0.0089416336421992,0.607281701604443,20000
"Samburu",159.792170775512,2298,1,1,NA,0.240580155866817,20000
"Arawale",630.021467140626,2423,1,2,0.0115289986133575,0.442870520679234,20000
"Tongwe",13.6366076064377,350014,1,1,NA,0.639481246471405,20000
"Golden Gate Highlands National Park",348.488446395834,879,1,1,NA,0.395069529104421,20000
"Kruger National Park",19214.9813074498,873,4,21,0.062829355282912,0.407952171011412,20000
"Cliff of Bandiagara (Land of the Dogons)",3326.69271689958,20171,2,7,0.0215514900208013,0.0562489466744222,20000
"Tsoulou",289.474206831833,2270,1,1,0,0.463307043360598,20000
"Mont Fouari",288.812468764174,555571319,1,1,NA,0.54931141539691,20000
"Kizigo G.R. (C)",5093.23244586632,7883,2,6,0.0238503833767943,0.397119694500247,20000
"Selous G.R",41481.3084524387,1399,5,32,0.0932486296908656,0.68824162769747,20000
"Arusha National Park",111.854715426011,925,0,0,0,0.704929778973261,20000
"Lake Manyara National Park",108.309022363446,924,0,0,NA,0.321775618352388,20000
"Tarangire National Park",2621.66746052118,920,3,5,0.0438793244309764,0.388464053543095,20000
"Mahale Mts.National Park",1468.17431696778,7521,4,3,0.0378150609857261,0.702379745147267,20000
"Ruaha National Park",14567.7750982517,917,6,22,0.0909435631559597,0.403100650160997,20000
"Mikumi National Park",3232.56854937872,919,3,8,0.156668352429492,0.737259722638694,20000
"Gombe National Park",34.4662545296866,926,0,0,NA,NA,20000
"Kilimanjaro National Park",1856.13932950592,922,2,5,0.138661600489832,0.598712010774762,20000
"Ngorongoro Conservation Area",8286.85439403613,555623796,6,12,0.195127851633574,0.345193666032189,20000
"Talassemtane National Park",614.05363113184,17742,2,2,NA,NA,20000
"Rukwa",2196.82285233562,301552,3,6,0.0294968422153663,0.505455144538723,20000
"Gorongosa",3686.68853019709,801,2,9,0.132407248549018,0.671704018127942,20000
"Banhine",6066.47750031138,799,3,5,0.0749351168516664,0.466824505115348,20000
"Zinave",3901.5617671334,800,1,7,0.0475396389523631,0.59294263995628,20000
"Niassa",42305.4109343714,555637447,3,30,0.119888881889788,0.555309099784719,20000
"Lamto Scientific Reserve",28.4360885272384,555547526,0,0,NA,0.613391304016113,20000
"Hluhluwe Game Reserve",144.029290305012,116189,0,0,NA,0.583796362082164,20000
"Natal National Park",61.5434000171723,555563964,0,0,0,0.477740496397018,20000
"Mweru Wantipa",3170.70226804403,1090,4,7,0.138385803366654,0.593966767843933,20000
"Kafue",22397.4459713434,1085,4,22,0.080412781422298,0.499617901017982,20000
"Nyika",83.3050429446796,1102,0,0,NA,0.682008871010372,20000
"West Lunga",1786.23132426852,1093,1,6,0.0250661754514993,0.827336255021387,20000
"Kafue Flats",4766.49233957314,4091,4,8,0.0500511144648024,0.364304455058484,20000
"Chobe",10538.2800262787,600,3,12,0.0616603875767371,0.455543215227869,20000
"Wadi El Assuti",35.3614173331642,18771,0,0,NA,NA,20000
"Wadi El Rayan",1758.77072219576,30006,1,2,NA,NA,20000
"Omayed",690.74931065629,3020,1,4,NA,NA,20000
"Nyika National Park",3106.62226629606,779,3,5,0.0868304636536806,0.608539908491535,20000
"Kasungu National Park",2369.50896929265,780,2,5,0.027680807722575,0.615567797080033,20000
"Lengwe National Park",931.480562329122,2315,1,4,0.0241240262985229,0.45382114500977,20000
"Mwabvi Wildlife Reserve",345.393247453633,2320,0,0,0,0.516494733830021,20000
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,2,2,0.029190286467346,0.454824522137642,20000
"Parc National de Djurdjura",163.762779850997,4118,0,0,NA,NA,20000
"Parc National de Belezma",177.12785262979,9742,0,0,NA,NA,20000
"Parc W Niger",2220.18873531027,818,1,7,0.0325884921092411,0.227241533824019,20000
"Réserve totale de faune de Tamou",791.645088983402,2331,1,3,0.0415255799889565,0.231768247039839,20000
"Addax Sanctuary",12781.6819827768,72350,1,9,NA,NA,20000
"Chambi",67.2847408954823,4486,1,1,NA,NA,20000
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,0,0,NA,NA,20000
"Liwonde National Park",507.102346246761,2316,2,2,0,0.468269376429969,20000
"Majete Wildlife Reserve",707.194510835127,2319,1,1,0.0192706435918808,0.478006066931268,20000
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,2,12,0.00208587143503098,0.007348387360395,30000
"Kibira",479.59184066615,9161,1,1,0,0.75012781514841,30000
"Parc national du Ruvubu",535.548987687057,9160,0,0,NA,0.607178483935569,30000
"Réserve naturelle du Rusizi",85.4274708933633,9162,0,0,NA,0.555655906597773,30000
"Bururi Forest",26.9677323827126,9164,0,0,NA,NA,30000
"Waza",1412.65424568481,608,2,2,0,0.28415345456732,30000
"Mbam et Djerem",4306.80278790466,20166,2,4,0.0424790718409742,0.738348181412472,30000
"Boumba Bek",2374.35572680993,308624,1,3,0.00251883268356323,0.879805487502052,30000
"Korup",1268.07286343403,20058,1,2,0,0.732939963234204,30000
"Campo-Ma'an",2621.8886663592,1242,2,4,0.0769175291061401,0.84250402759305,30000
"Yankari",2397.21555272932,1332,2,2,0.0130100858836357,0.265478052647717,30000
"W (Benin)",5806.17191365083,12201,2,5,0.0358734810894837,0.290085570613903,30000
"Kidepo Valley",1437.23245553074,958,1,1,0,0.473073667878114,30000
"Rwenzori Mountains",998.905644444759,18438,1,1,0.0309214890003204,0.703647479522143,30000
"Kibale",792.224748326657,40002,1,1,0,0.733787821012762,30000
"Murchison Falls",3895.11626338592,956,5,6,0.0947949571841216,0.624348017381171,30000
"Fada Archei",1745.53266343474,9033,1,2,NA,NA,30000
"Mandelia",1321.29839745131,5166,1,2,0.0210775882005692,0.377531456383499,30000
"Binder-Léré",1133.53653160855,5168,2,2,0,0.327358668901511,30000
"Foret de Bandia",104.933988398974,352632,0,0,NA,0.216685026884079,30000
"Kapama Game Reserve",83.6123649907673,555570390,0,0,NA,0.484414875507355,30000
"Mushandike",125.625422726371,1479,0,0,NA,0.473772555589676,30000
"Mare aux Hippopotames",153.062512387361,28581,1,1,NA,0.394681849262931,30000
"National Park Iona",15315.727132169,347,4,9,0.0354749751709622,0.0366657278537846,30000
"National Park Cameia",14240.6696712207,349,1,5,0.0789647982420776,0.358934424029867,30000
"National Park Bicuar",7755.39039646189,350,3,7,0.0642875903932375,0.550771793946918,30000
"National Park Mupa",5386.23874503922,2249,3,5,0.0249010092797784,0.505256877251141,30000
"National Park Luengue-Luiana",10470.3948022368,4493,4,8,0.0283828770285072,0.501357722925487,30000
"National Park Mavinga",5631.43710031837,5081,1,4,0.0425776064776623,0.595280497852049,30000
"Kabore-Tambi",1521.65251956281,1049,1,2,0.00140457055385546,0.3283486044139,30000
"Deux Bales",886.881014112113,2344,2,2,0,0.376468596713884,30000
"W du Burkina Faso",2438.55283270317,1048,2,4,0.00167153030633926,0.260691142954069,30000
"Ai-Ais Hot Springs",4360.58900964402,8785,1,6,0.012475406789501,0.02869268846385,30000
"Mudumu",718.040758368598,30051,1,1,0,0.448042518817461,30000
"Banc d'Arguin",11910.1013656985,797,2,5,NA,NA,30000
"Skeleton Coast Park",16885.5508913259,885,2,21,0.0124534032830127,0.0209851165968167,30000
"Namib-Naukluft",50876.2402257201,883,3,11,0.0160562689297371,0.0179629575718161,30000
"Etosha",23011.8862932174,884,3,12,0.105986596087106,0.183592803926135,30000
"Waterberg Plateau Park",396.888414536016,887,0,0,NA,0.357599569218499,30000
"Nkasa Rupara",338.772203951884,30052,1,1,NA,0.430953679176477,30000
"Daan Viljoen Game Park",40.0718663414971,1362,0,0,NA,0.224718406796455,30000
"Nyungwe",1023.16281280702,9148,1,1,NA,0.70555784277149,30000
"Volcans",163.245789504213,863,0,0,0,0.691223978996277,30000
"Hwange",14743.7167848176,1991,4,11,0.0521925806880314,0.514969410650006,30000
"Mana Pools",2129.50669873554,2531,3,3,0.0347911933356587,0.561450789015676,30000
"Yangudi Rassa",3058.41446256855,2276,1,3,0.0242255812387965,0.0432563171159387,30000
"Awash",584.482024471931,652,1,1,0,0.275389520270484,30000
"Abijatta-Shalla",922.100602172625,2279,0,0,0,0.363709135149039,30000
"Omo",3902.86787001389,2280,3,5,0.0846082369666045,0.564075579148838,30000
"Bale Mountains",2317.63386843873,2281,2,3,0.118398970385162,0.66497252399965,30000
"Mago",1875.24152956627,2277,2,2,0,0.54006897693861,30000
"Manovo-Gounda-Saint Floris",19049.5000859545,2256,4,11,0.0959152272808553,0.458456772085988,30000
"Manda",954.945881364573,642,1,2,0,0.41756215169482,30000
"Zakouma",3054.91065652485,641,1,2,0.00225147604942322,0.3507771634275,30000
"Garamba",4970.560966862,1083,3,5,0.0513704231915893,0.553375941557392,30000
"Bontioli",130.879062506336,4489,1,1,0,0.379335552453995,30000
"Singou",1935.66660503885,3229,2,3,0.0194388614334906,0.217948934630207,30000
"Arly",842.751300188101,4488,1,1,NA,0.211222168318061,30000
"Madjoari",295.085396310225,9265,1,1,NA,0.215692856188478,30000
"Siniaka-Minia",4324.81636920566,5165,1,4,0.0110010168966607,0.390724587778235,30000
"Ouadi-Rimé-Ouadi Achim",83325.069787164,1250,2,12,0.0091734129658766,0.022644584538182,30000
"Zemongo",13733.4708663777,2259,3,10,0.0392111972273168,0.625753167079903,30000
"Gishwati",14.4628396538684,21416,0,0,NA,NA,30000
"Budongo",821.541205277058,34804,1,1,0,0.723265830985086,30000
"North Rwenzori",35.4453071510627,555549367,0,0,NA,0.72150993347168,30000
"Arabuko Sokoke",370.010104295181,7422,0,0,NA,0.670975124013835,30000
"Mount Elgon",607.569354283619,7660,1,1,NA,0.696654139824633,30000
"Kakamega",180.976326687368,33450,0,0,NA,0.66360033933933,30000
"Partial Reserve Buffalo",333.318022205527,4494,0,0,NA,0.525736262400945,30000
"Ngotto",801.028951910029,28745,1,1,0,0.818546537279098,30000
"Massif du Ziama",918.655546737231,29066,1,2,0.0171250998973846,0.794662064614416,30000
"Bahr Salamat",21293.2320330112,5164,3,19,0.0260405413747136,0.370292520201015,30000
"Abou Telfane",1086.90997171352,9034,2,2,0,0.309156925029668,30000
"Mount Nimba",146.235689350114,29067,0,0,NA,0.763991634051005,30000
"Kourtiagou",438.007831799519,3226,0,0,0,0.244730685287573,30000
"Pama",2340.91524855995,3228,2,2,0.0119203254580498,0.236767482166812,30000
"Sahel",18220.047721804,3225,2,6,0.00473819352099998,0.0128589822871657,30000
"Integral Nature Reserve and the Luando",8771.82686895232,3066,2,7,0.0389739953466501,0.635479778016218,30000
"Salonga",33517.3375087849,478292,1,11,0.0114977071888722,0.863484377355203,30000
"Benoué",1672.71905691748,3011,2,2,0.0209793448448181,0.424910698162675,30000
"Tassili N'Ajjer",99109.4396900303,20389,1,16,NA,NA,30000
"Okavango Delta",20505.4728414007,555577555,3,14,0.0400501137334312,0.474021265537141,30000
"Garamba National Park",5150.94940610021,4327,3,5,0.0513704231915893,0.552862462383031,30000
"Simien National Park",132.318772314026,2006,0,0,0,0.45374608039856,30000
"Parc National du Diawling",662.128743508618,95349,0,0,NA,NA,30000
"Lake Chilwa",2117.04199244709,145538,3,3,0.0249737799167633,0.433432947548609,30000
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,2,5,0.120885150657645,0.255680775204325,30000
"Lac Fitri",2034.1211834414,30017,1,2,0.0106942898160712,0.256489663692045,30000
"Bangweulu Swamps",3198.2880669166,68323,2,4,0.0303890157954512,0.491358778525874,30000
"Lac Oubeira",26.1069218787165,17706,0,0,NA,NA,30000
"Lac Tonga",25.2414426279865,67756,0,0,NA,NA,30000
"Lake Qarun Protected Area",1341.17197030357,555547984,1,2,NA,NA,30000
"Lac d’Afennourir",10.1247850977558,17712,0,0,NA,NA,30000
"Conkouati-Douli",5156.98331439062,313401,2,4,0.0441035170069679,0.603609460036433,30000
"Nouabalé-Ndoki",4106.79884281496,72332,1,3,0.0153368397560139,0.854780268028874,30000
"Lac Télé",4531.46661230057,313494,1,3,0.0247816638698226,0.798320587831712,30000
"Odzala Kokoua",13664.5723078619,643,1,4,0.0300717714643036,0.836061717889166,30000
"Amboseli",389.139721275527,758,0,0,0,0.231841485526251,30000
"Aberdare",774.677166530184,756,0,0,NA,0.724728253606247,30000
"Nairobi",116.826330445917,761,0,0,NA,0.530858298142751,30000
"Lake Nakuru",191.211838075167,762,0,0,NA,0.700267563263575,30000
"Meru",878.845191725783,755,1,1,0,0.523299547475438,30000
"Tsavo East",20550.1465539525,-999999,1,11,0.0920319851562504,0.372911372189492,30000
"Masai Mara",1524.66034636007,1297,1,2,0,0.604194666246115,30000
"Samburu",159.792170775512,2298,0,0,0,0.290014326572418,30000
"Arawale",630.021467140626,2423,0,0,NA,0.473889726833258,30000
"Tongwe",13.6366076064377,350014,0,0,NA,0.67739075422287,30000
"Golden Gate Highlands National Park",348.488446395834,879,1,1,0,0.399690300226212,30000
"Kruger National Park",19214.9813074498,873,3,15,0.0499054467972977,0.402225175965468,30000
"Cliff of Bandiagara (Land of the Dogons)",3326.69271689958,20171,2,4,0.0135727821764874,0.0425660380571242,30000
"Tsoulou",289.474206831833,2270,0,0,NA,0.479700922966003,30000
"Mont Fouari",288.812468764174,555571319,0,0,NA,0.620956718921661,30000
"Kizigo G.R. (C)",5093.23244586632,7883,2,4,0.0172277839898363,0.393383735008822,30000
"Selous G.R",41481.3084524387,1399,4,23,0.080960415897102,0.69465198844504,30000
"Arusha National Park",111.854715426011,925,0,0,NA,0.25892667637931,30000
"Lake Manyara National Park",108.309022363446,924,0,0,NA,0.498185151153141,30000
"Tarangire National Park",2621.66746052118,920,2,4,0.0202687578092875,0.394342503201628,30000
"Mahale Mts.National Park",1468.17431696778,7521,3,2,0,0.642839892791665,30000
"Ruaha National Park",14567.7750982517,917,5,10,0.0792039311611575,0.410339909510967,30000
"Mikumi National Park",3232.56854937872,919,3,5,0.108686505922267,0.733195410660707,30000
"Gombe National Park",34.4662545296866,926,0,0,NA,0.567432045936584,30000
"Kilimanjaro National Park",1856.13932950592,922,2,2,0.100884490009774,0.508025822227936,30000
"Ngorongoro Conservation Area",8286.85439403613,555623796,3,6,0.118215069217334,0.329990455150655,30000
"Talassemtane National Park",614.05363113184,17742,1,1,NA,NA,30000
"Rukwa",2196.82285233562,301552,1,4,0.0202221772499812,0.527805845872048,30000
"Gorongosa",3686.68853019709,801,2,5,0.0915729084445218,0.631172487988879,30000
"Banhine",6066.47750031138,799,2,4,0.071268903027875,0.491311415744285,30000
"Zinave",3901.5617671334,800,1,4,0.0449213040953399,0.623259924176566,30000
"Niassa",42305.4109343714,555637447,3,18,0.122295024411453,0.572386676595265,30000
"Lamto Scientific Reserve",28.4360885272384,555547526,0,0,NA,0.617354393005371,30000
"Hluhluwe Game Reserve",144.029290305012,116189,0,0,NA,0.633441342757298,30000
"Natal National Park",61.5434000171723,555563964,0,0,NA,0.473753035068512,30000
"Mweru Wantipa",3170.70226804403,1090,3,4,0.0922000870151934,0.506417744957103,30000
"Kafue",22397.4459713434,1085,3,16,0.0707709515705321,0.522121374256545,30000
"Nyika",83.3050429446796,1102,0,0,NA,0.61052713394165,30000
"West Lunga",1786.23132426852,1093,1,2,0.0289636552333832,0.814957501293347,30000
"Kafue Flats",4766.49233957314,4091,1,6,0.0187977932897146,0.382617214184673,30000
"Chobe",10538.2800262787,600,3,7,0.0232245819506892,0.458649131370352,30000
"Wadi El Assuti",35.3614173331642,18771,0,0,NA,NA,30000
"Wadi El Rayan",1758.77072219576,30006,1,1,NA,NA,30000
"Omayed",690.74931065629,3020,1,1,NA,NA,30000
"Nyika National Park",3106.62226629606,779,2,3,0.0312012777726177,0.551608606520727,30000
"Kasungu National Park",2369.50896929265,780,3,4,0.0308314912404582,0.492433291335293,30000
"Lengwe National Park",931.480562329122,2315,0,0,0,0.462187493409751,30000
"Mwabvi Wildlife Reserve",345.393247453633,2320,0,0,NA,0.412842993736267,30000
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,1,1,0,0.450262549075675,30000
"Parc National de Djurdjura",163.762779850997,4118,1,1,NA,NA,30000
"Parc National de Belezma",177.12785262979,9742,1,1,NA,NA,30000
